handle,title,vendor,formattedcode,formattedcodeunique,gram,qty,price,archived,archivedon,addedon,lastfetcheddate
buffalo85,Buffalo,urbanfloor,Buffalo,urbanfloor-Buffalo,0,0,0,,,,
yellowstone97,Yellowstone,urbanfloor,Yellowstone,urbanfloor-Yellowstone,0,0,0,,,,
rousseau124,Rousseau,urbanfloor,Rousseau,urbanfloor-Rousseau,0,0,0,,,,
latourell144,Latourell,urbanfloor,Latourell,urbanfloor-Latourell,0,0,0,,,,
walnut-natural1,Walnut Natural,urbanfloor,Walnut Natural,urbanfloor-Walnut Natural,0,0,0,,,,
romagna20,Romagna,urbanfloor,Romagna,urbanfloor-Romagna,0,0,0,,,,
birch-bronco129,Birch Bronco,urbanfloor,Birch Bronco,urbanfloor-Birch Bronco,0,0,0,,,,
hickory-cloud-9143,Hickory Cloud 9,urbanfloor,Hickory Cloud 9,urbanfloor-Hickory Cloud 9,0,0,0,,,,
maple-chateau26,Maple Chateau,urbanfloor,Maple Chateau,urbanfloor-Maple Chateau,0,0,0,,,,
malbec3,Malbec,urbanfloor,Malbec,urbanfloor-Malbec,0,0,0,,,,
schumann17,Schumann,urbanfloor,Schumann,urbanfloor-Schumann,0,0,0,,,,
sandstone40,Sandstone,urbanfloor,Sandstone,urbanfloor-Sandstone,0,0,0,,,,
impala28,Impala,urbanfloor,Impala,urbanfloor-Impala,0,0,0,,,,
venezia32,Venezia,urbanfloor,Venezia,urbanfloor-Venezia,0,0,0,,,,
maple-bordeaux31,Maple Bordeaux,urbanfloor,Maple Bordeaux,urbanfloor-Maple Bordeaux,0,0,0,,,,
gazelle19,Gazelle,urbanfloor,Gazelle,urbanfloor-Gazelle,0,0,0,,,,
smoked-oak-rustic64,Smoked Oak Rustic,urbanfloor,Smoked Oak Rustic,urbanfloor-Smoked Oak Rustic,0,0,0,,,,
maple-sunset142,Maple Sunset,urbanfloor,Maple Sunset,urbanfloor-Maple Sunset,22679.6185,100000,149.27,,,,
birch-black-tea114,Birch Black Tea,urbanfloor,Birch Black Tea,urbanfloor-Birch Black Tea,0,0,0,,,,
mozart70,Mozart,urbanfloor,Mozart,urbanfloor-Mozart,0,0,0,,,,
lambrusco65,Lambrusco,urbanfloor,Lambrusco,urbanfloor-Lambrusco,0,0,0,,,,
hickory-mustang100,Hickory Mustang,urbanfloor,Hickory Mustang,urbanfloor-Hickory Mustang,0,0,0,,,,
lazio49,Lazio,urbanfloor,Lazio,urbanfloor-Lazio,0,0,0,,,,
santos-mahogany-natal123,Santos Mahogany Natal,urbanfloor,Santos Mahogany Natal,urbanfloor-Santos Mahogany Natal,0,0,0,,,,
birch-sarsaparilla92,Birch Sarsaparilla,urbanfloor,Birch Sarsaparilla,urbanfloor-Birch Sarsaparilla,0,0,0,,,,
albany14,Albany,urbanfloor,Albany,urbanfloor-Albany,0,0,0,,,,
mesa54,Mesa,urbanfloor,Mesa,urbanfloor-Mesa,0,0,0,,,,
maple-gunstock135,Maple Gunstock,urbanfloor,Maple Gunstock,urbanfloor-Maple Gunstock,0,0,0,,,,
delacroix99,Delacroix,urbanfloor,Delacroix,urbanfloor-Delacroix,0,0,0,,,,
walnut-white-mist104,Walnut White Mist,urbanfloor,Walnut White Mist,urbanfloor-Walnut White Mist,0,0,0,,,,
steward103,Steward,urbanfloor,Steward,urbanfloor-Steward,0,0,0,,,,
santorini93,Santorini,urbanfloor,Santorini,urbanfloor-Santorini,0,0,0,,,,
desoto69,Desoto,urbanfloor,Desoto,urbanfloor-Desoto,0,0,0,,,,
hickory-chestnut34,Hickory Chestnut,urbanfloor,Hickory Chestnut,urbanfloor-Hickory Chestnut,0,0,0,,,,
milano84,Milano,urbanfloor,Milano,urbanfloor-Milano,0,0,0,,,,
sable37,Sable,urbanfloor,Sable,urbanfloor-Sable,0,0,0,,,,
grigio102,Grigio,urbanfloor,Grigio,urbanfloor-Grigio,0,0,0,,,,
birch-cedar47,Birch Cedar,urbanfloor,Birch Cedar,urbanfloor-Birch Cedar,0,0,0,,,,
strauss38,Strauss,urbanfloor,Strauss,urbanfloor-Strauss,0,0,0,,,,
palouse72,Palouse,urbanfloor,Palouse,urbanfloor-Palouse,0,0,0,,,,
pissarro108,Pissarro,urbanfloor,Pissarro,urbanfloor-Pissarro,0,0,0,,,,
birch-paprika62,Birch Paprika,urbanfloor,Birch Paprika,urbanfloor-Birch Paprika,0,0,0,,,,
maple-whiskey61,Maple Whiskey,urbanfloor,Maple Whiskey,urbanfloor-Maple Whiskey,0,0,0,,,,
beethoven80,Beethoven,urbanfloor,Beethoven,urbanfloor-Beethoven,0,0,0,,,,
birch-saddle2,Birch Saddle,urbanfloor,Birch Saddle,urbanfloor-Birch Saddle,0,0,0,,,,
st-moritz77,St. Moritz,urbanfloor,St. Moritz,urbanfloor-St. Moritz,0,0,0,,,,
manhattan74,Manhattan,urbanfloor,Manhattan,urbanfloor-Manhattan,0,0,0,,,,
birch-ash-bark27,Birch Ash Bark,urbanfloor,Birch Ash Bark,urbanfloor-Birch Ash Bark,0,0,0,,,,
birch-coffee122,Birch Coffee,urbanfloor,Birch Coffee,urbanfloor-Birch Coffee,0,0,0,,,,
hickory-natural120,Hickory Natural,urbanfloor,Hickory Natural,urbanfloor-Hickory Natural,0,0,0,,,,
naples21,Naples,urbanfloor,Naples,urbanfloor-Naples,0,0,0,,,,
chardonnay88,Chardonnay,urbanfloor,Chardonnay,urbanfloor-Chardonnay,0,0,0,,,,
chavannes111,Chavannes,urbanfloor,Chavannes,urbanfloor-Chavannes,0,0,0,,,,
maple-antique57,Maple Antique,urbanfloor,Maple Antique,urbanfloor-Maple Antique,0,0,0,,,,
cezanne44,C̩zanne,urbanfloor,C̩zanne,urbanfloor-C̩zanne,0,0,0,,,,
european-oak-chicago139,European Oak Chicago,urbanfloor,European Oak Chicago,urbanfloor-European Oak Chicago,0,0,0,,,,
messina56,Messina,urbanfloor,Messina,urbanfloor-Messina,0,0,0,,,,
european-oak-columbus110,European Oak Columbus,urbanfloor,European Oak Columbus,urbanfloor-European Oak Columbus,0,0,0,,,,
bora-bora63,Bora Bora,urbanfloor,Bora Bora,urbanfloor-Bora Bora,0,0,0,,,,
bach39,Bach,urbanfloor,Bach,urbanfloor-Bach,0,0,0,,,,
valentina140,Valentina,urbanfloor,Valentina,urbanfloor-Valentina,0,0,0,,,,
mauritius78,Mauritius,urbanfloor,Mauritius,urbanfloor-Mauritius,0,0,0,,,,
niagara25,Niagara,urbanfloor,Niagara,urbanfloor-Niagara,0,0,0,,,,
caucasus125,Caucasus,urbanfloor,Caucasus,urbanfloor-Caucasus,0,0,0,,,,
moscato11,Moscato,urbanfloor,Moscato,urbanfloor-Moscato,0,0,0,,,,
zinfandel60,Zinfandel,urbanfloor,Zinfandel,urbanfloor-Zinfandel,0,0,0,,,,
chamberlain36,Chamberlain,urbanfloor,Chamberlain,urbanfloor-Chamberlain,0,0,0,,,,
havasu71,Havasu,urbanfloor,Havasu,urbanfloor-Havasu,0,0,0,,,,
manitou141,Manitou,urbanfloor,Manitou,urbanfloor-Manitou,0,0,0,,,,
cumberland66,Cumberland,urbanfloor,Cumberland,urbanfloor-Cumberland,0,0,0,,,,
rhino67,Rhino,urbanfloor,Rhino,urbanfloor-Rhino,0,0,0,,,,
birch-nutmeg50,Birch Nutmeg,urbanfloor,Birch Nutmeg,urbanfloor-Birch Nutmeg,0,0,0,,,,
birch-chocolate-chip8,Birch Chocolate Chip,urbanfloor,Birch Chocolate Chip,urbanfloor-Birch Chocolate Chip,0,0,0,,,,
anguilla116,Anguilla,urbanfloor,Anguilla,urbanfloor-Anguilla,0,0,0,,,,
debussy82,Debussy,urbanfloor,Debussy,urbanfloor-Debussy,0,0,0,,,,
european-oak-cleveland107,European Oak Cleveland,urbanfloor,European Oak Cleveland,urbanfloor-European Oak Cleveland,0,0,0,,,,
symphony138,Symphony,urbanfloor,Symphony,urbanfloor-Symphony,0,0,0,,,,
st-lucia95,St. Lucia,urbanfloor,St. Lucia,urbanfloor-St. Lucia,0,0,0,,,,
taos53,Taos,urbanfloor,Taos,urbanfloor-Taos,0,0,0,,,,
marion9,Marion,urbanfloor,Marion,urbanfloor-Marion,0,0,0,,,,
bishop18,Bishop,urbanfloor,Bishop,urbanfloor-Bishop,0,0,0,,,,
regent87,Regent,urbanfloor,Regent,urbanfloor-Regent,0,0,0,,,,
cobra86,Cobra,urbanfloor,Cobra,urbanfloor-Cobra,0,0,0,,,,
rochester137,Rochester,urbanfloor,Rochester,urbanfloor-Rochester,0,0,0,,,,
meerkat35,Meerkat,urbanfloor,Meerkat,urbanfloor-Meerkat,0,0,0,,,,
hickory-sunset5,Hickory Sunset,urbanfloor,Hickory Sunset,urbanfloor-Hickory Sunset,0,0,0,,,,
brazilian-cherry-rio79,Brazilian Cherry Rio,urbanfloor,Brazilian Cherry Rio,urbanfloor-Brazilian Cherry Rio,0,0,0,,,,
shiraz29,Shiraz,urbanfloor,Shiraz,urbanfloor-Shiraz,0,0,0,,,,
hickory-element109,Hickory Element,urbanfloor,Hickory Element,urbanfloor-Hickory Element,0,0,0,,,,
alamere128,Alamere,urbanfloor,Alamere,urbanfloor-Alamere,0,0,0,,,,
maple-natural12,Maple Natural,urbanfloor,Maple Natural,urbanfloor-Maple Natural,0,0,0,,,,
aspen132,Aspen,urbanfloor,Aspen,urbanfloor-Aspen,0,0,0,,,,
monet119,Monet,urbanfloor,Monet,urbanfloor-Monet,0,0,0,,,,
maple-silverado52,Maple Silverado,urbanfloor,Maple Silverado,urbanfloor-Maple Silverado,0,0,0,,,,
fiji48,Fiji,urbanfloor,Fiji,urbanfloor-Fiji,0,0,0,,,,
walnut-harrington117,Walnut Harrington,urbanfloor,Walnut Harrington,urbanfloor-Walnut Harrington,0,0,0,,,,
birch-betula30,Birch Betula,urbanfloor,Birch Betula,urbanfloor-Birch Betula,0,0,0,,,,
lion68,Lion,urbanfloor,Lion,urbanfloor-Lion,0,0,0,,,,
silverthread112,Silverthread,urbanfloor,Silverthread,urbanfloor-Silverthread,0,0,0,,,,
oak-adams90,Oak Adams,urbanfloor,Oak Adams,urbanfloor-Oak Adams,0,0,0,,,,
walnut-ultra-matte146,Walnut Ultra Matte,urbanfloor,Walnut Ultra Matte,urbanfloor-Walnut Ultra Matte,0,0,0,,,,
bazille94,Bazille,urbanfloor,Bazille,urbanfloor-Bazille,0,0,0,,,,
maple-dapple89,Maple Dapple,urbanfloor,Maple Dapple,urbanfloor-Maple Dapple,0,0,0,,,,
birch-denali83,Birch Denali,urbanfloor,Birch Denali,urbanfloor-Birch Denali,0,0,0,,,,
whitewater4,Whitewater,urbanfloor,Whitewater,urbanfloor-Whitewater,0,0,0,,,,
cabernet46,Cabernet,urbanfloor,Cabernet,urbanfloor-Cabernet,0,0,0,,,,
courchevel73,Courchevel,urbanfloor,Courchevel,urbanfloor-Courchevel,0,0,0,,,,
shoshone75,Shoshone,urbanfloor,Shoshone,urbanfloor-Shoshone,0,0,0,,,,
hickory-tumbleweed134,Hickory Tumbleweed,urbanfloor,Hickory Tumbleweed,urbanfloor-Hickory Tumbleweed,0,0,0,,,,
bali133,Bali,urbanfloor,Bali,urbanfloor-Bali,0,0,0,,,,
trentino15,Trentino,urbanfloor,Trentino,urbanfloor-Trentino,0,0,0,,,,
noble105,Noble,urbanfloor,Noble,urbanfloor-Noble,0,0,0,,,,
renoir113,Renoir,urbanfloor,Renoir,urbanfloor-Renoir,0,0,0,,,,
maple-aged-leather7,Maple Aged Leather,urbanfloor,Maple Aged Leather,urbanfloor-Maple Aged Leather,24947.58035,10000,109.73,,,,
snowmass127,Snowmass,urbanfloor,Snowmass,urbanfloor-Snowmass,0,0,0,,,,
santa-fe-vro1275sf-valley-stream,Santa Fe VRO1275SF Valley Stream,mullicanflooring,1234,mullicanflooring-1234,24947.58035,10000,216.69,,,,
slate-devonshire-engineered-red-oak-hardwood-5-22839,"Hardwood Slate DEVONSHIRE Engineered Red Oak Hardwood 5"" 22839",mullicanflooring,22839,mullicanflooring-22839,16556.12151,10000,114.91,,,,
ash-devonshire-engineered-red-oak-hardwood-5-22844,"Hardwood Hardwood Ash DEVONSHIRE Engineered Red Oak Hardwood 5"" 22844",mullicanflooring,22844,mullicanflooring-22844,16556.12151,10000,114.91,,,,
ash-devonshire-engineered-red-oak-hardwood-3-22843,"Hardwood Hardwood Ash DEVONSHIRE Engineered Red Oak Hardwood 3"" 22843",mullicanflooring,22843,mullicanflooring-22843,21772.43376,10000,111.95,,,,
nightingale-parkmore-engineered-white-oak-hardwood-6-5-23511,"Hardwood Nightingale PARKMORE Engineered White Oak Hardwood 6.5"" 23511",mullicanflooring,23511,mullicanflooring-23511,0,0,0,,,,
toasted-almond-parkmore-engineered-white-oak-hardwood-6-5-23513,"Hardwood Toasted Almond PARKMORE Engineered White Oak Hardwood 6.5"" 23513",mullicanflooring,23513,mullicanflooring-23513,0,0,0,,,,
natural-parkmore-engineered-white-oak-hardwood-6-5-23515,"Hardwood Natural PARKMORE Engineered White Oak Hardwood 6.5"" 23515",mullicanflooring,23515,mullicanflooring-23515,0,0,0,,,,
havana-coffee-parkmore-engineered-white-oak-hardwood-6-5-23521,"Hardwood Havana Coffee PARKMORE Engineered White Oak Hardwood 6.5"" 23521",mullicanflooring,23521,mullicanflooring-23521,0,0,0,,,,
tuscany-revival-engineered-white-oak-hardwood-6-5-23530,"Hardwood Tuscany REVIVAL Engineered White Oak Hardwood 6.5"" 23530",mullicanflooring,23530,mullicanflooring-23530,32658.65064,10000,272.61,,,,
canterbury-revival-engineered-white-oak-hardwood-6-5-23526,"Hardwood Canterbury REVIVAL Engineered White Oak Hardwood 6.5"" 23526",mullicanflooring,23526,mullicanflooring-23526,32658.65064,10000,272.61,,,,
new-dawn-revival-engineered-white-oak-hardwood-6-5-23524,"Hardwood New Dawn REVIVAL Engineered White Oak Hardwood 6.5"" 23524",mullicanflooring,23524,mullicanflooring-23524,32658.65064,10000,272.61,,,,
early-dusk-madison-square-engineered-white-oak-hardwood-6-5-23537,"Early Dusk MADISON SQUARE Engineered White Oak Hardwood 6.5"" 23537",mullicanflooring,23537,mullicanflooring-23537,32658.65064,10000,253.11,,,,
riverdale-madison-square-engineered-white-oak-hardwood-6-5-23535,"Riverdale MADISON SQUARE Engineered White Oak Hardwood 6.5"" 23535",mullicanflooring,23535,mullicanflooring-23535,32658.65064,10000,253.11,,,,
ashen-tan-madison-square-engineered-white-oak-hardwood-6-5-23532,"Hardwood Hardwood Ashen Tan MADISON SQUARE Engineered White Oak Hardwood 6.5"" 23532",mullicanflooring,23532,mullicanflooring-23532,32658.65064,10000,253.11,,,,
aged-penny-madison-square-engineered-white-oak-hardwood-6-5-23253,"Hardwood Hardwood Aged Penny MADISON SQUARE Engineered White Oak Hardwood 6.5"" 23253",mullicanflooring,23253,mullicanflooring-23253,32658.65064,10000,253.11,,,,
stone-aspen-grove-engineered-hickory-hardwood-5-23583,"Hardwood Stone ASPEN GROVE Engineered Hickory Hardwood 5"" 23583",mullicanflooring,23583,mullicanflooring-23583,21772.43376,10000,131.73,,,,
nottingham-mount-castle-engineered-white-oak-herringbone-5-22680,"Hardwood Nottingham MOUNT CASTLE Engineered White Oak Herringbone 5"" 22680",mullicanflooring,22680,mullicanflooring-22680,9071.8474,10000,134.71,,,,
bianco-mount-castle-engineered-white-oak-herringbone-5-22679,"Hardwood Bianco MOUNT CASTLE Engineered White Oak Herringbone 5"" 22679",mullicanflooring,22679,mullicanflooring-22679,9071.8474,10000,134.71,,,,
sherwood-mount-castle-engineered-white-oak-herringbone-3-1-4-22678,"Hardwood Sherwood MOUNT CASTLE Engineered White Oak Herringbone 3 1/4"" 22678",mullicanflooring,22678,mullicanflooring-22678,7847.148001,10000,119.77,,,,
windsor-mount-castle-engineered-white-oak-herringbone-3-1-4-22677,"Hardwood Windsor MOUNT CASTLE Engineered White Oak Herringbone 3 1/4"" 22677",mullicanflooring,22677,mullicanflooring-22677,7847.148001,10000,119.77,,,,
sherwood-mount-castle-engineered-white-oak-hardwood-7-44-22674,"Sherwood MOUNT CASTLE Engineered White Oak Hardwood 7.44"" 22674",mullicanflooring,22674,mullicanflooring-22674,21318.84139,10000,203.11,,,,
windsor-mount-castle-engineered-white-oak-hardwood-7-44-22673,"Hardwood Windsor MOUNT CASTLE Engineered White Oak Hardwood 7.44"" 22673",mullicanflooring,22673,mullicanflooring-22673,21318.84139,10000,203.11,,,,
bianco-mount-castle-engineered-white-oak-hardwood-9-45-22675,"Hardwood Bianco MOUNT CASTLE Engineered White Oak Hardwood 9.45"" 22675",mullicanflooring,22675,mullicanflooring-22675,34019.42775,10000,446.37,,,,
nottingham-mount-castle-engineered-white-oak-engineered-hardwood-9-45-22676,"Hardwood Nottingham MOUNT CASTLE Engineered White Oak Engineered Hardwood 9.45"" 22676",mullicanflooring,22676,mullicanflooring-22676,34019.42775,10000,446.37,,,,
slate-devonshire-engineered-red-oak-hardwood-3-22840,"Hardwood Slate DEVONSHIRE Engineered Red Oak Hardwood 3"" 22840",mullicanflooring,22840,mullicanflooring-22840,21772.43376,10000,111.95,,,,
marble-wexford-engineered-engineered-white-oak-hardwood-7-22095,"Hardwood Marble WEXFORD ENGINEERED Engineered White Oak Hardwood 7"" 22095",mullicanflooring,22095,mullicanflooring-22095,0,0,0,,,,
cascade-wexford-engineered-engineered-white-oak-hardwood-7-22094,"Hardwood Cascade WEXFORD ENGINEERED Engineered White Oak Hardwood 7"" 22094",mullicanflooring,22094,mullicanflooring-22094,0,0,0,,,,
graphite-hillshire-engineered-maple-hardwood-5-22053,"Hardwood Graphite HILLSHIRE Engineered Maple Hardwood 5"" 22053",mullicanflooring,22053,mullicanflooring-22053,16329.32532,10000,117.36,,,,
graphite-hillshire-engineered-maple-hardwood-3-22052,"Hardwood Graphite HILLSHIRE Engineered Maple Hardwood 3"" 22052",mullicanflooring,22052,mullicanflooring-22052,16329.32532,10000,119.6,,,,
greystone-hadley-engineered-hickory-hardwood-7-21966,"Hardwood Greystone HADLEY Engineered Hickory Hardwood 7"" 21966",mullicanflooring,21966,mullicanflooring-21966,24493.98798,10000,182.14,,,,
provincial-hadley-engineered-hickory-hardwood-7-21964,"Provincial HADLEY Engineered Hickory Hardwood 7"" 21964",mullicanflooring,21964,mullicanflooring-21964,24493.98798,10000,182.14,,,,
granite-hadley-engineered-hickory-hardwood-7-21963,"Granite HADLEY Engineered Hickory Hardwood 7"" 21963",mullicanflooring,21963,mullicanflooring-21963,24493.98798,10000,182.14,,,,
stone-hadley-engineered-hickory-hardwood-7-21962,"Hardwood Stone HADLEY Engineered Hickory Hardwood 7"" 21962",mullicanflooring,21962,mullicanflooring-21962,24493.98798,10000,182.14,,,,
cinder-astoria-engineered-white-oak-hardwood-5-21959,"Cinder ASTORIA Engineered White Oak Hardwood 5"" 21959",mullicanflooring,21959,mullicanflooring-21959,32658.65064,10000,303.81,,,,
wicker-astoria-engineered-white-oak-hardwood-5-21958,"Hardwood Wicker ASTORIA Engineered White Oak Hardwood 5"" 21958",mullicanflooring,21958,mullicanflooring-21958,32658.65064,10000,303.81,,,,
sea-pearl-astoria-engineered-white-oak-hardwood-5-21957,"Sea Pearl ASTORIA Engineered White Oak Hardwood 5"" 21957",mullicanflooring,21957,mullicanflooring-21957,32658.65064,10000,303.81,,,,
eider-astoria-engineered-white-oak-hardwood-5-21956,"Eider ASTORIA Engineered White Oak Hardwood 5"" 21956",mullicanflooring,21956,mullicanflooring-21956,32658.65064,10000,303.81,,,,
provincial-dumont-engineered-white-oak-hardwood-5-21918,"Provincial DUMONT Engineered White Oak Hardwood 5"" 21918",mullicanflooring,21918,mullicanflooring-21918,33112.24301,10000,303.81,,,,
natural-dumont-engineered-white-oak-hardwood-5-21917,"Hardwood Natural DUMONT Engineered White Oak Hardwood 5"" 21917",mullicanflooring,21917,mullicanflooring-21917,33112.24301,10000,288.21,,,,
espresso-dumont-engineered-red-oak-hardwood-5-21916,"Espresso DUMONT Engineered Red Oak Hardwood 5"" 21916",mullicanflooring,21916,mullicanflooring-21916,33112.24301,10000,288.21,,,,
quarry-dumont-engineered-red-oak-hardwood-5-21915,"Quarry DUMONT Engineered Red Oak Hardwood 5"" 21915",mullicanflooring,21915,mullicanflooring-21915,33112.24301,10000,288.21,,,,
dark-chocolate-dumont-engineered-red-oak-hardwood-5-21914,"Dark Chocolate DUMONT Engineered Red Oak Hardwood 5"" 21914",mullicanflooring,21914,mullicanflooring-21914,33112.24301,10000,288.21,,,,
natural-dumont-engineered-red-oak-hardwood-5-21913,"Hardwood Natural DUMONT Engineered Red Oak Hardwood 5"" 21913",mullicanflooring,21913,mullicanflooring-21913,33112.24301,10000,303.81,,,,
autumn-bronze-wexford-engineered-engineered-white-oak-hardwood-7-21846,"Hardwood Autumn Bronze WEXFORD ENGINEERED Engineered White Oak Hardwood 7"" 21846",mullicanflooring,21846,mullicanflooring-21846,0,0,0,,,,
fawn-castle-ridge-engineered-birch-hardwood-5-21539,"Fawn CASTLE RIDGE Engineered Birch Hardwood 5"" 21539",mullicanflooring,21539,mullicanflooring-21539,17032.39349,10000,155.85,,,,
espresso-nature-engineered-engineered-hickory-hardwood-5-21537,"Espresso NATURE ENGINEERED Engineered Hickory Hardwood 5"" 21537",mullicanflooring,21537,mullicanflooring-21537,0,0,0,,,,
greystone-nature-engineered-engineered-hickory-hardwood-5-21535,"Hardwood Greystone NATURE ENGINEERED Engineered Hickory Hardwood 5"" 21535",mullicanflooring,21535,mullicanflooring-21535,0,0,0,,,,
natural-nature-engineered-engineered-hickory-hardwood-5-21533,"Hardwood Natural NATURE ENGINEERED Engineered Hickory Hardwood 5"" 21533",mullicanflooring,21533,mullicanflooring-21533,0,0,0,,,,
provincial-nature-engineered-engineered-hickory-hardwood-5-21531,"Provincial NATURE ENGINEERED Engineered Hickory Hardwood 5"" 21531",mullicanflooring,21531,mullicanflooring-21531,0,0,0,,,,
harbor-mist-wexford-engineered-engineered-white-oak-hardwood-7-21488,"Hardwood Harbor Mist WEXFORD ENGINEERED Engineered White Oak Hardwood 7"" 21488",mullicanflooring,21488,mullicanflooring-21488,0,0,0,,,,
seabrook-wexford-engineered-engineered-white-oak-hardwood-7-21487,"Seabrook  WEXFORD ENGINEERED Engineered White Oak Hardwood 7"" 21487",mullicanflooring,21487,mullicanflooring-21487,0,0,0,,,,
natural-wexford-engineered-engineered-white-oak-hardwood-7-21485,"Hardwood Natural WEXFORD ENGINEERED Engineered White Oak Hardwood 7"" 21485",mullicanflooring,21485,mullicanflooring-21485,0,0,0,,,,
espresso-wexford-engineered-engineered-white-oak-hardwood-7-21484,"Espresso WEXFORD ENGINEERED Engineered White Oak Hardwood 7"" 21484",mullicanflooring,21484,mullicanflooring-21484,0,0,0,,,,
charcoal-wexford-engineered-engineered-white-oak-hardwood-7-21483,"Charcoal WEXFORD ENGINEERED Engineered White Oak Hardwood 7"" 21483",mullicanflooring,21483,mullicanflooring-21483,0,0,0,,,,
greystone-castle-ridge-engineered-birch-hardwood-5-21402,"Hardwood Greystone CASTLE RIDGE Engineered Birch Hardwood 5"" 21402",mullicanflooring,21402,mullicanflooring-21402,17032.39349,10000,155.85,,,,
espresso-castle-ridge-engineered-birch-hardwood-5-21400,"Espresso CASTLE RIDGE Engineered Birch Hardwood 5"" 21400",mullicanflooring,21400,mullicanflooring-21400,17032.39349,10000,155.85,,,,
provincial-castle-ridge-engineered-birch-hardwood-5-21398,"Hardwood Provincial CASTLE RIDGE Engineered Birch Hardwood 5"" 21398",mullicanflooring,21398,mullicanflooring-21398,17032.39349,10000,155.85,,,,
provincial-devonshire-engineered-red-oak-hardwood-3-21396,"Hardwood Provincial DEVONSHIRE Engineered Red Oak Hardwood 3"" 21396",mullicanflooring,21396,mullicanflooring-21396,21772.43376,10000,111.95,,,,
espresso-devonshire-engineered-red-oak-hardwood-3-21394,"Espresso DEVONSHIRE Engineered Red Oak Hardwood 3"" 21394",mullicanflooring,21394,mullicanflooring-21394,21772.43376,10000,111.95,,,,
saddle-devonshire-engineered-red-oak-hardwood-3-21392,"Saddle DEVONSHIRE Engineered Red Oak Hardwood 3"" 21392",mullicanflooring,21392,mullicanflooring-21392,21772.43376,10000,111.95,,,,
quarry-hillshire-engineered-red-oak-hardwood-5-22889,"Quarry HILLSHIRE Engineered Red Oak Hardwood 5"" 22889",mullicanflooring,22889,mullicanflooring-22889,16329.32532,10000,114.91,,,,
granite-aspen-grove-engineered-hickory-hardwood-5-21062,"Granite ASPEN GROVE Engineered Hickory Hardwood 5"" 21062",mullicanflooring,21062,mullicanflooring-21062,21772.43376,10000,131.73,,,,
provincial-aspen-grove-engineered-hickory-hardwood-5-21061,"Hardwood Provincial ASPEN GROVE Engineered Hickory Hardwood 5"" 21061",mullicanflooring,21061,mullicanflooring-21061,21772.43376,10000,131.73,,,,
espresso-aspen-grove-engineered-hickory-hardwood-5-21060,"Espresso ASPEN GROVE Engineered Hickory Hardwood 5"" 21060",mullicanflooring,21060,mullicanflooring-21060,21772.43376,10000,131.73,,,,
espresso-devonshire-engineered-hickory-hardwood-5-21057,"Espresso DEVONSHIRE Engineered Hickory Hardwood 5"" 21057",mullicanflooring,21057,mullicanflooring-21057,16556.12151,10000,114.91,,,,
provincial-devonshire-engineered-hickory-hardwood-5-21056,"Hardwood Provincial DEVONSHIRE Engineered Hickory Hardwood 5"" 21056",mullicanflooring,21056,mullicanflooring-21056,16556.12151,10000,114.91,,,,
greystone-devonshire-engineered-hickory-hardwood-5-21055,"Hardwood Greystone DEVONSHIRE Engineered Hickory Hardwood 5"" 21055",mullicanflooring,21055,mullicanflooring-21055,16556.12151,10000,114.91,,,,
natural-devonshire-engineered-hickory-hardwood-5-21054,"Hardwood Natural DEVONSHIRE Engineered Hickory Hardwood 5"" 21054",mullicanflooring,21054,mullicanflooring-21054,16556.12151,10000,114.91,,,,
espresso-devonshire-engineered-red-oak-hardwood-5-21053,"Espresso DEVONSHIRE Engineered Red Oak Hardwood 5"" 21053",mullicanflooring,21053,mullicanflooring-21053,16556.12151,10000,114.91,,,,
provincial-devonshire-engineered-red-oak-hardwood-5-21052,"Hardwood Provincial DEVONSHIRE Engineered Red Oak Hardwood 5"" 21052",mullicanflooring,21052,mullicanflooring-21052,16556.12151,10000,114.91,,,,
saddle-devonshire-engineered-red-oak-hardwood-5-21051,"Saddle DEVONSHIRE Engineered Red Oak Hardwood 5"" 21051",mullicanflooring,21051,mullicanflooring-21051,16556.12151,10000,114.91,,,,
espresso-lincolnshire-engineered-hickory-hardwood-5-21041,"Espresso LINCOLNSHIRE Engineered Hickory Hardwood 5"" 21041",mullicanflooring,21041,mullicanflooring-21041,16329.32532,10000,132.06,,,,
